study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6610	SAMEA2622228	ERS492021	ERX521397	ERR562483	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562483/ERR562483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562483/ERR562483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562483/ERR562483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562483/ERR562483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANLOSW_2_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANLOSW_2_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANLOSW_2_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANLOSW_2_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562483	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562483		
PRJEB6610	SAMEA2657081	ERS488469	ERX521631	ERR562484	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562484/ERR562484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562484/ERR562484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562484/ERR562484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562484/ERR562484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBBOSW_3_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBBOSW_3_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBBOSW_3_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBBOSW_3_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562484	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562484		
PRJEB6610	SAMEA2656967	ERS488902	ERX521693	ERR562485	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562485/ERR562485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562485/ERR562485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562485/ERR562485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562485/ERR562485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_6_1_66304AAXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_6_2_66304AAXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_6_1_66304AAXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_6_2_66304AAXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562485	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562485		
PRJEB6610	SAMEA2657080	ERS488744	ERX521450	ERR562486	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562486/ERR562486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562486/ERR562486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562486/ERR562486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562486/ERR562486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALHOSW_3_1_70H17AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALHOSW_3_2_70H17AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALHOSW_3_1_70H17AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALHOSW_3_2_70H17AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562486	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562486		
PRJEB6610	SAMEA2657079	ERS489582	ERX521519	ERR562487	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562487/ERR562487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562487/ERR562487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562487/ERR562487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562487/ERR562487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQDOSW_4_1_64MD3AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQDOSW_4_2_64MD3AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQDOSW_4_1_64MD3AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQDOSW_4_2_64MD3AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562487	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562487		
PRJEB6610	SAMEA2620910	ERS490105	ERX521395	ERR562488	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562488/ERR562488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562488/ERR562488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562488/ERR562488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562488/ERR562488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AISOSW_8_1_64MD3AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AISOSW_8_2_64MD3AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AISOSW_8_1_64MD3AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AISOSW_8_2_64MD3AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562488	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562488		
PRJEB6610	SAMEA2657069	ERS488824	ERX521388	ERR562489	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562489/ERR562489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562489/ERR562489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562489/ERR562489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562489/ERR562489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGNOSW_1_1_64MD3AAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGNOSW_1_2_64MD3AAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGNOSW_1_1_64MD3AAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGNOSW_1_2_64MD3AAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562489	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562489		
PRJEB6610	SAMEA2657049	ERS491021	ERX521733	ERR562490	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562490/ERR562490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562490/ERR562490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562490/ERR562490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562490/ERR562490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARTOSW_3_1_70DGUAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARTOSW_3_2_70DGUAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARTOSW_3_1_70DGUAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARTOSW_3_2_70DGUAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562490	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562490		
PRJEB6610	SAMEA2657085	ERS492852	ERX521624	ERR562491	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562491/ERR562491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562491/ERR562491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562491/ERR562491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562491/ERR562491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCCOSW_6_1_64F3FAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCCOSW_6_2_64F3FAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCCOSW_6_1_64F3FAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCCOSW_6_2_64F3FAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562491	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562491		
PRJEB6610	SAMEA2656978	ERS488481	ERX521521	ERR562492	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562492/ERR562492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562492/ERR562492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562492/ERR562492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562492/ERR562492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBDOSW_3_1_64F3FAAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBDOSW_3_2_64F3FAAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBDOSW_3_1_64F3FAAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBDOSW_3_2_64F3FAAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562492	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562492		
PRJEB6610	SAMEA2657098	ERS488746	ERX521486	ERR562493	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562493/ERR562493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562493/ERR562493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562493/ERR562493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562493/ERR562493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALKOSW_3_1_70H17AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALKOSW_3_2_70H17AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALKOSW_3_1_70H17AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALKOSW_3_2_70H17AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562493	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562493		
PRJEB6610	SAMEA2656966	ERS491086	ERX521629	ERR562494	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562494/ERR562494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562494/ERR562494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562494/ERR562494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562494/ERR562494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASBOSW_2_1_70DGUAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASBOSW_2_2_70DGUAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASBOSW_2_1_70DGUAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASBOSW_2_2_70DGUAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562494	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562494		
PRJEB6610	SAMEA2622324	ERS492153	ERX521718	ERR562495	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562495/ERR562495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562495/ERR562495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562495/ERR562495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562495/ERR562495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMNOSW_1_1_70DGUAAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMNOSW_1_2_70DGUAAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMNOSW_1_1_70DGUAAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMNOSW_1_2_70DGUAAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562495	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562495		
PRJEB6610	SAMEA2657009	ERS490261	ERX521747	ERR562496	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562496/ERR562496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562496/ERR562496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562496/ERR562496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562496/ERR562496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVDOSW_2_1_66112AAXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVDOSW_2_2_66112AAXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVDOSW_2_1_66112AAXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVDOSW_2_2_66112AAXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562496	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562496		
PRJEB6610	SAMEA2657110	ERS488896	ERX521750	ERR562497	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562497/ERR562497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562497/ERR562497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562497/ERR562497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562497/ERR562497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_1_1_H0KHLADXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_1_2_H0KHLADXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_1_1_H0KHLADXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_1_2_H0KHLADXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562497	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562497		
PRJEB6610	SAMEA2619723	ERS488410	ERX521731	ERR562498	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562498/ERR562498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562498/ERR562498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562498/ERR562498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562498/ERR562498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDTOSW_2_1_64L7PAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDTOSW_2_2_64L7PAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDTOSW_2_1_64L7PAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDTOSW_2_2_64L7PAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562498	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562498		
PRJEB6610	SAMEA2657094	ERS492662	ERX521667	ERR562499	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562499/ERR562499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562499/ERR562499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562499/ERR562499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562499/ERR562499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCKOSW_7_1_64F3FAAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCKOSW_7_2_64F3FAAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCKOSW_7_1_64F3FAAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCKOSW_7_2_64F3FAAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562499	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562499		
PRJEB6610	SAMEA2622010	ERS491719	ERX521657	ERR562500	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562500/ERR562500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562500/ERR562500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562500/ERR562500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562500/ERR562500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASNOSW_6_1_64MD3AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASNOSW_6_2_64MD3AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASNOSW_6_1_64MD3AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASNOSW_6_2_64MD3AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562500	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562500		
PRJEB6610	SAMEA2657105	ERS491074	ERX521425	ERR562501	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562501/ERR562501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562501/ERR562501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562501/ERR562501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562501/ERR562501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASKOSW_6_1_70DGUAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASKOSW_6_2_70DGUAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASKOSW_6_1_70DGUAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASKOSW_6_2_70DGUAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562501	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562501		
PRJEB6610	SAMEA2657048	ERS488464	ERX521492	ERR562502	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562502/ERR562502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562502/ERR562502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562502/ERR562502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562502/ERR562502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBAOSW_6_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBAOSW_6_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBAOSW_6_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBAOSW_6_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562502	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562502		
PRJEB6610	SAMEA2657096	ERS491032	ERX521576	ERR562503	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562503/ERR562503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562503/ERR562503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562503/ERR562503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562503/ERR562503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARROSW_2_1_70DGUAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARROSW_2_2_70DGUAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARROSW_2_1_70DGUAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARROSW_2_2_70DGUAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562503	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562503		
PRJEB6610	SAMEA2619540	ERS488128	ERX521600	ERR562504	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562504/ERR562504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562504/ERR562504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562504/ERR562504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562504/ERR562504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACHOSW_6_1_D0803ACXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACHOSW_6_2_D0803ACXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACHOSW_6_1_D0803ACXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACHOSW_6_2_D0803ACXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562504	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562504		
